market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
us,NYSE,EOG,EOG Resources,Energy / Oil & Gas Production,buy_now,現在可以買名單,2,common_equity,us-EOG,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 92.2%；振幅 3.5%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 1.41；估算成交金額USD 358,539,126；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NASDAQ,INTU,Intuit Inc. - Common Stock,Technology / Computer Software: Prepackaged Software,buy_now,現在可以買名單,2,common_equity,us-INTU,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 72.2%；振幅 3.4%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 1,318,303,004；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,PLD,Prologis,Real Estate / Real Estate Investment Trusts,buy_now,現在可以買名單,2,common_equity,us-PLD,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 93.0%；振幅 2.4%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 500,017,423；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,SHEL,Shell PLC American Depositary Shares  Ordinary Shares),Energy / Oil & Gas Production,buy_now,現在可以買名單,2,common_equity,us-SHEL,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 91.8%；振幅 2.6%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 1.99；成交量高於均量 volumeRatio 1.45；估算成交金額USD 751,298,865；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,UBER,Uber Technologies,Consumer Discretionary / Business Services,buy_now,現在可以買名單,2,common_equity,us-UBER,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 66.4%；振幅 2.0%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=多方趨勢開始；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 1,154,440,963；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,XOM,ExxonMobil Holdings Corporation Common Stock,Energy / Integrated oil Companies,buy_now,現在可以買名單,2,common_equity,us-XOM,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 98.6%；振幅 2.5%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 1.35；估算成交金額USD 2,067,765,661；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,ADT,ADT Inc. Common Stock,Consumer Discretionary / Diversified Commercial Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ADT,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,AES,The AES Corporation Common Stock,Utilities / Electric Utilities: Central,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-AES,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,AR,Antero Resources Corporation Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-AR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,AROC,Archrock,Utilities / Natural Gas Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-AROC,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,BMY,Bristol-Myers Squibb Company Common Stock,Health Care / Biotechnology: Pharmaceutical Preparations,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-BMY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,BRX,Brixmor Property Group Inc. Common Stock,Real Estate / Real Estate Investment Trusts,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-BRX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,CME,CME Group Inc. - Class A Common Stock,Finance / Investment Bankers/Brokers/Service,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CME,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,CMPS,COMPASS Pathways Plc - American Depository Shares,Health Care / Biotechnology: Pharmaceutical Preparations,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CMPS,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,COLD,Americold Realty Trust,Real Estate / Real Estate Investment Trusts,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-COLD,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,CPRI,Capri Holdings Limited Ordinary Shares,Consumer Discretionary / Apparel,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CPRI,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,DLTR,Dollar Tree,Consumer Discretionary / Department/Specialty Retail Stores,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-DLTR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,ENB,Enbridge Inc Common Stock,Energy / Natural Gas Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ENB,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,EPD,Enterprise Products Partners L.P. Common Stock,Utilities / Natural Gas Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-EPD,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,EQNR,Equinor ASA,Energy / Integrated oil Companies,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-EQNR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,EXE,Expand Energy Corporation - Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-EXE,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,EXLS,ExlService Holdings,Consumer Discretionary / Business Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-EXLS,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,FIG,Figma,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-FIG,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,GILD,Gilead Sciences,Health Care / Biotechnology: Biological Products (No Diagnostic Substances),wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-GILD,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,HPQ,HP Inc. Common Stock,Technology / Computer Manufacturing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-HPQ,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,HRL,Hormel Foods Corporation Common Stock,Consumer Staples / Meat/Poultry/Fish,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-HRL,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,INFY,Infosys Limited American Depositary Shares,Technology / EDP Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-INFY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,IRDM,Iridium Communications Inc - Common Stock,Telecommunications / Telecommunications Equipment,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-IRDM,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,KMI,Kinder Morgan,Utilities / Natural Gas Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-KMI,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,KR,Kroger Company  Common Stock,Consumer Staples / Food Chains,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-KR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,LKQ,LKQ Corporation - Common Stock,Consumer Discretionary / Motor Vehicles,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-LKQ,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,META,Meta Platforms,Technology / Computer Software: Programming Data Processing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-META,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,NI,NiSource Inc Common Stock,Utilities / Power Generation,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-NI,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,OKE,ONEOK,Utilities / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-OKE,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,ORLY,O'Reilly Automotive,Consumer Discretionary / Auto & Home Supply Stores,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ORLY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,OVV,Ovintiv Inc.,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-OVV,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,PEGA,Pegasystems Inc. - Common Stock,Technology / EDP Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-PEGA,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,PPL,PPL Corporation Common Stock,Utilities / Electric Utilities: Central,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-PPL,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,PR,Permian Resources Corporation Class A Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-PR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,QSR,Restaurant Brands International Inc. Common Shares,Consumer Discretionary / Restaurants,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-QSR,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,ROL,Rollins,Consumer Discretionary / Diversified Commercial Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ROL,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,RPRX,Royalty Pharma plc - Class A Ordinary Shares,Health Care / Biotechnology: Pharmaceutical Preparations,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-RPRX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,RRC,Range Resources Corporation Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-RRC,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,SHAK,Shake Shack,Consumer Discretionary / Restaurants,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-SHAK,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,SNY,Sanofi - American Depositary Shares,Health Care / Biotechnology: Pharmaceutical Preparations,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-SNY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,TGT,Target Corporation Common Stock,Consumer Discretionary / Department/Specialty Retail Stores,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-TGT,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,TRP,TC Energy Corporation Common Stock,Utilities / Natural Gas Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-TRP,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,VFC,V.F. Corporation Common Stock,Industrials / Garments and Clothing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-VFC,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,WMG,Warner Music Group Corp. - Class A Common Stock,Consumer Discretionary / Services-Misc. Amusement & Recreation,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-WMG,,,,,1,美股 K-line 現在不能買，但值得等買點名單
